"วันที่"|"สัญชาติ"|"จำนวน"
"2024-06-27"|"CHN"|"1"
"2024-06-27"|"CHN"|"1"
"2024-06-27"|"HKG"|"1"
"2024-06-27"|"CHN"|"1"
"2024-06-27"|"CHN"|"1"
"2024-06-27"|"JPN"|"1"
"2024-06-27"|"CHN"|"1"
"2024-06-27"|"CHN"|"1"
"2024-06-27"|"CHN"|"1"
"2024-06-26"|"HKG"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"SGP"|"1"
"2024-06-26"|"USA"|"1"
"2024-06-26"|"USA"|"1"
"2024-06-26"|"USA"|"1"
"2024-06-26"|"USA"|"1"
"2024-06-26"|"SGP"|"1"
"2024-06-26"|"MMR"|"1"
"2024-06-26"|"USA"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"MMR"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"IRL"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"TWN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-26"|"KOR"|"1"
"2024-06-26"|"KOR"|"1"
"2024-06-26"|"KOR"|"1"
"2024-06-26"|"KOR"|"1"
"2024-06-26"|"USA"|"1"
"2024-06-26"|"CHN"|"1"
"2024-06-25"|"USA"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"DEU"|"1"
"2024-06-25"|"DEU"|"1"
"2024-06-25"|"DEU"|"1"
"2024-06-25"|"MMR"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"TWN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"GBR"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"MMR"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"USA"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"KOR"|"1"
"2024-06-25"|"KOR"|"1"
"2024-06-25"|"USA"|"1"
"2024-06-25"|"USA"|"1"
"2024-06-25"|"USA"|"1"
"2024-06-25"|"USA"|"1"
"2024-06-25"|"USA"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"CHN"|"1"
"2024-06-25"|"KOR"|"1"
"2024-06-25"|"KOR"|"1"
"2024-06-25"|"KOR"|"1"
"2024-06-24"|"CHN"|"1"
"2024-06-24"|"CHN"|"1"
"2024-06-24"|"CHN"|"1"
"2024-06-24"|"CHN"|"1"
"2024-06-24"|"CHN"|"1"
"2024-06-24"|"KOR"|"1"
"2024-06-24"|"CHN"|"1"
"2024-06-24"|"KOR"|"1"
"2024-06-24"|"CHN"|"1"
"2024-06-24"|"CHN"|"1"
"2024-06-24"|"CHN"|"1"
"2024-06-24"|"CHN"|"1"
"2024-06-24"|"GBR"|"1"
"2024-06-24"|"GBR"|"1"
"2024-06-24"|"GBR"|"1"
"2024-06-24"|"CHN"|"1"
"2024-06-24"|"CHN"|"1"
"2024-06-24"|"CHN"|"1"
"2024-06-24"|"MMR"|"1"
"2024-06-24"|"KOR"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"USA"|"1"
"2024-06-23"|"USA"|"1"
"2024-06-23"|"SGP"|"1"
"2024-06-23"|"SGP"|"1"
"2024-06-23"|"JPN"|"1"
"2024-06-23"|"JPN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"USA"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"TWN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"KOR"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"USA"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"CHN"|"1"
"2024-06-23"|"USA"|"1"
"2024-06-23"|"TWN"|"1"
"2024-06-23"|"KOR"|"1"
"2024-06-23"|"KOR"|"1"
"2024-06-23"|"KOR"|"1"
"2024-06-23"|"KOR"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"MMR"|"1"
"2024-06-22"|"MMR"|"1"
"2024-06-22"|"MMR"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"EGY"|"1"
"2024-06-22"|"TUN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"KOR"|"1"
"2024-06-22"|"KOR"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"HKG"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"GBR"|"1"
"2024-06-22"|"DEU"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"USA"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-22"|"KOR"|"1"
"2024-06-22"|"KOR"|"1"
"2024-06-22"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"GBR"|"1"
"2024-06-21"|"EGY"|"1"
"2024-06-21"|"TWN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"USA"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"DEU"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"TWN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"DEU"|"1"
"2024-06-21"|"DEU"|"1"
"2024-06-21"|"DEU"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"USA"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"KOR"|"1"
"2024-06-21"|"KOR"|"1"
"2024-06-21"|"KOR"|"1"
"2024-06-21"|"KOR"|"1"
"2024-06-21"|"KOR"|"1"
"2024-06-21"|"KOR"|"1"
"2024-06-21"|"KOR"|"1"
"2024-06-21"|"KOR"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"KOR"|"1"
"2024-06-21"|"KOR"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"KOR"|"1"
"2024-06-21"|"KOR"|"1"
"2024-06-21"|"KOR"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-21"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"DNK"|"1"
"2024-06-20"|"DNK"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"USA"|"1"
"2024-06-20"|"GBR"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"DEU"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"USA"|"1"
"2024-06-20"|"JPN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"USA"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"KOR"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"KOR"|"1"
"2024-06-20"|"KOR"|"1"
"2024-06-20"|"KOR"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"DEU"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"CHN"|"1"
"2024-06-20"|"USA"|"1"
"2024-06-20"|"USA"|"1"
"2024-06-20"|"USA"|"1"
"2024-06-20"|"USA"|"1"
"2024-06-20"|"USA"|"1"
"2024-06-20"|"USA"|"1"
"2024-06-20"|"USA"|"1"
"2024-06-20"|"KOR"|"1"
"2024-06-20"|"JPN"|"1"
"2024-06-20"|"KOR"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"USA"|"1"
"2024-06-19"|"KHM"|"1"
"2024-06-19"|"DEU"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"ESP"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"KOR"|"1"
"2024-06-19"|"NZL"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"KOR"|"1"
"2024-06-19"|"KOR"|"1"
"2024-06-19"|"CHN"|"1"
"2024-06-19"|"KOR"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"USA"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"NLD"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"NPL"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"JPN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"USA"|"1"
"2024-06-18"|"GBR"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"CHN"|"1"
"2024-06-18"|"JPN"|"1"
"2024-06-18"|"JPN"|"1"
"2024-06-18"|"JPN"|"1"
"2024-06-17"|"CHN"|"1"
"2024-06-17"|"USA"|"1"
"2024-06-17"|"CHN"|"1"
"2024-06-17"|"CHN"|"1"
"2024-06-17"|"TWN"|"1"
"2024-06-17"|"CHN"|"1"
"2024-06-17"|"CHN"|"1"
"2024-06-17"|"GBR"|"1"
"2024-06-17"|"CHN"|"1"
"2024-06-17"|"CHN"|"1"
"2024-06-17"|"CHN"|"1"
"2024-06-17"|"CHN"|"1"
"2024-06-17"|"CAN"|"1"
"2024-06-17"|"GBR"|"1"
"2024-06-17"|"USA"|"1"
"2024-06-17"|"KOR"|"1"
"2024-06-17"|"KOR"|"1"
"2024-06-17"|"KOR"|"1"
"2024-06-17"|"KOR"|"1"
"2024-06-17"|"USA"|"1"
"2024-06-17"|"AUT"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"IDN"|"1"
"2024-06-16"|"SWE"|"1"
"2024-06-16"|"KOR"|"1"
"2024-06-16"|"GBR"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"MMR"|"1"
"2024-06-16"|"AUS"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"SGP"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"MMR"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"FRA"|"1"
"2024-06-16"|"FRA"|"1"
"2024-06-16"|"FRA"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"MMR"|"1"
"2024-06-16"|"MMR"|"1"
"2024-06-16"|"USA"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"CHN"|"1"
"2024-06-16"|"KOR"|"1"
"2024-06-15"|"GBR"|"1"
"2024-06-15"|"ESP"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"HKG"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"HKG"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"TWN"|"1"
"2024-06-15"|"MMR"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"MMR"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"MMR"|"1"
"2024-06-15"|"USA"|"1"
"2024-06-15"|"GBR"|"1"
"2024-06-15"|"USA"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"KOR"|"1"
"2024-06-15"|"KOR"|"1"
"2024-06-15"|"KOR"|"1"
"2024-06-15"|"KOR"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"KOR"|"1"
"2024-06-15"|"KOR"|"1"
"2024-06-15"|"KOR"|"1"
"2024-06-15"|"USA"|"1"
"2024-06-15"|"USA"|"1"
"2024-06-15"|"USA"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"USA"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"CHN"|"1"
"2024-06-15"|"JPN"|"1"
"2024-06-15"|"KOR"|"1"
"2024-06-15"|"JPN"|"1"
"2024-06-15"|"JPN"|"1"
"2024-06-15"|"JPN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"USA"|"1"
"2024-06-14"|"USA"|"1"
"2024-06-14"|"VNM"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"USA"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"AUS"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"USA"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"IGY"|"1"
"2024-06-14"|"IGY"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"HKG"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"MMR"|"1"
"2024-06-14"|"KOR"|"1"
"2024-06-14"|"KOR"|"1"
"2024-06-14"|"KOR"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"KOR"|"1"
"2024-06-14"|"KOR"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"USA"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"KOR"|"1"
"2024-06-14"|"KOR"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"CHN"|"1"
"2024-06-14"|"KOR"|"1"
"2024-06-14"|"KOR"|"1"
"2024-06-13"|"KOR"|"1"
"2024-06-13"|"KOR"|"1"
"2024-06-13"|"KOR"|"1"
"2024-06-13"|"MMR"|"1"
"2024-06-13"|"MMR"|"1"
"2024-06-13"|"MMR"|"1"
"2024-06-13"|"USA"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"USA"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"GBR"|"1"
"2024-06-13"|"KOR"|"1"
"2024-06-13"|"KOR"|"1"
"2024-06-13"|"KOR"|"1"
"2024-06-13"|"KOR"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"USA"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"KOR"|"1"
"2024-06-13"|"KOR"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"KOR"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"HKG"|"1"
"2024-06-13"|"KOR"|"1"
"2024-06-13"|"KOR"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"USA"|"1"
"2024-06-13"|"USA"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-13"|"CHN"|"1"
"2024-06-12"|"KOR"|"1"
"2024-06-12"|"KOR"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"SGP"|"1"
"2024-06-12"|"TWN"|"1"
"2024-06-12"|"MMR"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"KOR"|"1"
"2024-06-12"|"KOR"|"1"
"2024-06-12"|"TWN"|"1"
"2024-06-12"|"TWN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
"2024-06-12"|"CHN"|"1"
